These	O
are	O
the	O
settlements	O
"	O
Kollrothshöh	O
"	O
(	O
on	O
the	O
hill	O
halfway	O
between	O
Hanover	B-StateCapital108695539
and	O
Harenberg	O
)	O
,	O
"	O
Cemetery	O
"	O
(	O
on	O
the	O
street	O
linking	O
Harenberg	O
and	O
Seelze	O
)	O
and	O
"	O
Mill	O
"	O
(	O
on	O
the	O
Linnenberg	O
hill	O
between	O
Harenberg	O
and	O
fellow	O
village	O
Döteberg	O
)	O
,	O
which	O
lie	O
on	O
the	O
historical	O
access	O
roads	O
to	O
Harenberg	O
.	O
In	O
1682	O
,	O
Teodor	O
moved	O
to	O
Hannover	B-StateCapital108695539
where	O
he	O
found	O
work	O
for	O
the	O
art	O
-	O
loving	O
Frederick	O
William	O
I	O
,	O
Elector	O
of	O
Brandenburg	O
.	O
Gertrud	O
Pätsch	O
(	O
born	O
22	O
January	O
1910	O
in	O
Hannover	B-StateCapital108695539
as	O
"	O
Gertrud	O
Kettler	O
"	O
;	O
†	O
14	O
December	O
1994	O
in	O
Jena	O
)	O
was	O
a	O
German	O
ethnologist	O
and	O
philologist	O
,	O
who	O
rendered	O
service	O
in	O
the	O
area	O
of	O
Kartvelian	O
studies	O
.	O
He	O
soon	O
became	O
able	O
to	O
play	O
five	O
instruments	O
with	O
no	O
teachers	O
and	O
,	O
following	O
advice	O
by	O
a	O
close	O
friend	O
,	O
hitch	O
-	O
hiked	O
to	O
Hannover	B-StateCapital108695539
,	O
Germany	O
,	O
and	O
managed	O
to	O
perform	O
some	O
songs	O
he	O
had	O
written	O
to	O
the	O
famous	O
German	O
-	O
Turkish	O
disc	O
jockey	O
and	O
record	O
producer	O
Mousse	O
T.	O
,	O
who	O
was	O
greatly	O
impressed	O
by	O
the	O
singer	O
's	O
music	O
.	O
In	O
1710	O
,	O
Sir	O
Philip	O
's	O
fellow	O
parliamentarian	O
,	O
Sir	O
John	O
Guise	O
,	O
3rd	O
Bart	O
.	O
,	O
was	O
"	O
informed	O
by	O
Queen	O
Anne	O
that	O
Sir	O
Philip	O
had	O
been	O
promised	O
the	O
position	O
as	O
Envoy	O
to	O
Hanover	B-StateCapital108695539
,	O
the	O
role	O
Guise	O
had	O
envisaged	O
for	O
himself	O
.	O
For	O
example	O
,	O
the	O
Hindenburg	O
-	O
lock	O
(	O
in	O
Hannover	B-StateCapital108695539
,	O
Germany	O
,	O
built	O
1919–1928	O
)	O
has	O
two	O
lock	O
chambers	O
of	O
225	O
m	O
length	O
,	O
each	O
of	O
which	O
would	O
use	O
42,000	O
m³	O
of	O
water	O
for	O
a	O
full	O
locking	O
cycle	O
.	O
The	O
line	O
is	O
part	O
of	O
the	O
"	O
Strecke	O
1720	O
"	O
,	O
with	O
the	O
kilometrage	O
starting	O
at	O
Lehrte	O
near	O
Hanover	B-StateCapital108695539
.	O
Also	O
noteworthy	O
is	O
on	O
the	O
one	O
hand	O
the	O
"	O
Schützenfest	O
Hannover	O
"	O
,	O
the	O
world	O
's	O
largest	O
marksmen	O
's	O
Fun	O
Fair	O
in	O
Hannover	B-StateCapital108695539
with	O
over	O
1	O
million	O
visitors	O
per	O
year	O
and	O
on	O
the	O
other	O
hand	O
the	O
Kiel	O
Week	O
,	O
the	O
world	O
's	O
biggest	O
sailing	O
event	O
and	O
Volksfest	O
in	O
Kiel	B-StateCapital108695539
,	O
with	O
about	O
3	O
million	O
visitors	O
.	O
"	O
Weltwunder	O
"	O
,	O
2000	O
,	O
a	O
hidden	O
underwater	O
cave	O
,	O
only	O
accessible	O
by	O
diving	O
through	O
a	O
pipe	O
5	O
meters	O
deep	O
,	O
as	O
part	O
of	O
the	O
Expo	O
2000	O
in	O
Hannover	B-StateCapital108695539
,	O
Germany	O
One	O
of	O
his	O
pictures	O
,	O
"	O
Episode	O
of	O
1813	O
"	O
,	O
was	O
(	O
as	O
of	O
1911	O
)	O
in	O
the	O
Royal	O
Hanover	B-StateCapital108695539
Gallery	O
.	O
The	O
town	O
centre	O
is	O
located	O
on	O
the	O
Sieber	O
river	O
,	O
about	O
northeast	O
of	O
Göttingen	O
and	O
southeast	O
of	O
the	O
state	O
capital	O
Hanover	B-StateCapital108695539
.	O
Ernst	O
August	O
(	O
1629–1698	O
,	O
first	O
elector	O
of	O
Hanover	B-StateCapital108695539
)	O
Heinrich	O
Jasper	O
was	O
born	O
in	O
Dingelbe	O
,	O
a	O
village	O
in	O
the	O
countryside	O
to	O
the	O
southeast	O
of	O
Hanover	B-StateCapital108695539
.	O
Hans	O
Siemensmeyer	O
:	O
Record	O
goal	O
scorer	O
in	O
the	O
history	O
of	O
Hannover	O
96	O
;	O
was	O
ambassador	O
for	O
his	O
hometown	O
of	O
Hannover	B-StateCapital108695539
Other	O
significant	O
targets	O
attacked	O
by	O
the	O
group	O
included	O
airfields	O
at	O
Bordeaux	O
and	O
Augsburg	O
;	O
marshalling	O
yards	O
at	O
Kiel	B-StateCapital108695539
,	O
Hamm	O
,	O
Brunswick	O
,	O
and	O
Gdynia	O
;	O
aircraft	O
factories	O
at	O
Chemnitz	O
,	O
Hanover	B-StateCapital108695539
,	O
and	O
Diósgyőr	O
;	O
oil	O
refineries	O
at	O
Merseburg	O
and	O
Brüx	O
,	O
and	O
chemical	O
works	O
in	O
Wiesbaden	B-StateCapital108695539
,	O
Ludwigshafen	O
,	O
and	O
Neunkirchen	O
.	O
In	O
October	O
1923	O
she	O
followed	O
her	O
husband	O
,	O
who	O
had	O
already	O
been	O
expelled	O
,	O
to	O
Hanover	B-StateCapital108695539
where	O
they	O
settled	O
,	O
and	O
where	O
she	O
supported	O
herself	O
as	O
a	O
writer	O
.	O
Marquess	O
is	O
a	O
German	O
pop	O
band	O
established	O
in	O
2006	O
in	O
Hannover	B-StateCapital108695539
.	O
Joining	O
the	O
fire	O
brigade	O
in	O
1926	O
was	O
a	O
fire	O
brigade	O
band	O
,	O
which	O
recorded	O
successes	O
,	O
especially	O
in	O
the	O
1980s	O
,	O
when	O
it	O
won	O
the	O
gold	O
medal	O
at	O
the	O
competition	O
in	O
Hanover	B-StateCapital108695539
.	O
Dr.	O
Paul	O
Eckel	O
(	O
b.	O
1900	O
in	O
Grumbach	O
;	O
d.	O
1971	O
in	O
Hanover	B-StateCapital108695539
)	O
—	O
medical	O
scientist	O
,	O
President	O
of	O
the	O
World	O
Medical	O
Association	O
.	O
Last	O
but	O
not	O
least	O
by	O
the	O
entry	O
of	O
Hannover	B-StateCapital108695539
the	O
Zollverein	O
had	O
become	O
a	O
co	O
-	O
supporter	O
of	O
the	O
Industrial	O
Revolution	O
.	O
myDriver	O
launched	O
its	O
service	O
at	O
the	O
beginning	O
of	O
2013	O
in	O
large	O
German	O
cities	O
:	O
Munich	B-StateCapital108695539
,	O
Düsseldorf	B-StateCapital108695539
,	O
Frankfurt	O
,	O
Berlin	B-StateCapital108695539
,	O
Hamburg	B-StateCapital108695539
,	O
Hannover	B-StateCapital108695539
,	O
Cologne	O
,	O
Leipzig	O
,	O
Bremen	B-StateCapital108695539
,	O
Stuttgart	B-StateCapital108695539
,	O
Nuremberg	O
and	O
Dresden	B-StateCapital108695539
.	O
This	O
connected	O
all	O
the	O
ports	O
between	O
the	O
Weser	O
and	O
the	O
Ems	O
to	O
the	O
south	O
and	O
east	O
,	O
in	O
particular	O
to	O
Bremen	O
,	O
Hamburg	B-StateCapital108695539
and	O
Hanover	B-StateCapital108695539
.	O
The	O
largest	O
factories	O
were	O
in	O
Berlin	O
,	O
Plauen	O
,	O
Mühlhausen	O
(	O
Vacuum	O
tube	O
factory	O
)	O
,	O
and	O
underground	O
shops	O
within	O
large	O
caves	O
in	O
the	O
Hanover	B-StateCapital108695539
area	O
.	O
He	O
finished	O
his	O
secondary	O
education	O
in	O
1908	O
,	O
finished	O
officer	O
training	O
in	O
1912	O
and	O
finished	O
commerce	O
school	O
in	O
Hanover	B-StateCapital108695539
in	O
1913	O
.	O
Ronald	O
Daus	O
(	O
12	O
May	O
1943	O
,	O
Hannover	B-StateCapital108695539
)	O
is	O
a	O
German	O
university	O
Professor	O
of	O
Romance	O
philology	O
and	O
cultural	O
studies	O
at	O
the	O
Free	O
University	O
of	O
Berlin	O
involved	O
in	O
multi	O
-	O
disciplinary	O
studies	O
.	O
During	O
April	O
the	O
squadron	O
operated	O
over	O
Hanover	B-StateCapital108695539
and	O
the	O
northern	O
Netherlands	O
.	O
This	O
research	O
,	O
backed	O
up	O
from	O
the	O
archives	O
of	O
Hanover	B-StateCapital108695539
and	O
elsewhere	O
,	O
led	O
to	O
"	O
The	O
Love	O
of	O
an	O
Uncrowned	O
Queen	O
,	O
Queen	O
Sophie	O
Dorothea	O
,	O
Consort	O
of	O
George	O
I	O
