,entity_type,n_document,n_sentence,n_token,n_MISC,n_ALL,F1_mean,F1_std,P,R
513,Lector110252222,23,2248,72047,2383,2383,0.6784399999999999,0.045481099371057446,0.9255599999999999,0.537
514,Pollutant114857278,12,1160,31368,1426,1426,0.6911400000000001,0.06104190691647829,0.86806,0.57792
515,Crop113085864,7,611,17175,729,729,0.38688,0.13541564754488308,0.80152,0.26318
516,ReconnaissanceVehicle104062807,5,477,10580,553,553,0.5834999999999999,0.0591250539111805,0.87034,0.44239999999999996
517,Democrat110002031,3,253,6212,258,258,0.7777999999999999,0.15443960631910456,0.9028600000000001,0.70606
518,Appellation106338908,75,7452,224813,7555,7555,0.7626,0.21658242772672023,0.9080999999999999,0.7051000000000001
519,Cutter103154073,7,636,16637,695,695,0.40036000000000005,0.07135255005954588,0.7943,0.27014
520,Organophosphate114969994,8,795,21102,1074,1074,0.71818,0.09840342270470066,0.866,0.6226800000000001
521,Name106720964,13,1259,36505,1411,1411,0.85838,0.09777834934176377,0.9391,0.80002
522,Prophet110483530,102,10128,320776,13235,13235,0.75758,0.025151811067992712,0.8450199999999999,0.6875199999999999
523,Beekeeper109846755,24,2317,67577,2344,2344,0.7024199999999999,0.19863753321061958,0.9504199999999999,0.59412
524,LiveryCompany108186898,5,404,11434,529,529,0.8748600000000002,0.024084069423583723,0.95686,0.80658
525,MajorityLeader110283824,7,647,19681,676,676,0.59534,0.11459076053504487,0.9054,0.45216
526,FungusGenus111592146,2,179,2533,195,195,0.9218399999999999,0.029657417284719854,0.9377600000000001,0.9099999999999999
527,Algebraist109784043,7,633,16541,688,688,0.60502,0.07526965922601218,0.86358,0.46706000000000003
528,Adornment102681518,6,578,17012,615,615,0.60368,0.224953981071685,0.83416,0.50824
529,Salad107806221,3,250,6306,280,280,0.47332,0.16411051642109958,0.6586,0.38553999999999994
530,MilitaryUniform103763968,8,752,17679,839,839,0.42813999999999997,0.09126534062830205,0.72218,0.30872
531,PrintingConcern108069627,4,363,8654,375,375,0.33587999999999996,0.13582069650830098,0.77782,0.22547999999999996
532,Strip104339291,4,393,10062,451,451,0.49408,0.08094732608307702,0.6161,0.41290000000000004
533,Faculty105650329,22,2139,55105,2443,2443,0.6470399999999998,0.19917137947004332,0.81332,0.56852
534,ReligiousMovement108473787,29,2804,84848,3369,3369,0.65562,0.13815555580576555,0.8408599999999999,0.5546800000000001
535,DipterousInsect102188699,7,628,13027,757,757,0.6630199999999999,0.08237556433797585,0.818,0.56292
536,Nebula109366940,2,155,3135,180,180,0.7705,0.06626054633037674,0.8075800000000001,0.7418199999999999
537,ToothedWhale102066707,7,678,15438,847,847,0.7124400000000001,0.14343551303634677,0.86732,0.6219199999999999
538,WarCrime100782518,43,4280,127881,4618,4618,0.57048,0.0557086492386954,0.78322,0.45406
539,JetEngine103596285,13,1291,35476,1587,1587,0.6304000000000001,0.037214996977025294,0.8156599999999999,0.5172200000000001
540,Box102883344,11,1015,17346,1536,1536,0.88874,0.037114773338928,0.9590799999999999,0.83048
541,GrandDuke110142060,41,4080,122304,4541,4541,0.7827200000000001,0.08243480818198097,0.8349,0.7381399999999999
542,Mime110318892,10,904,24635,970,970,0.67464,0.21702507320583952,0.9553200000000001,0.55792
543,ContractileOrgan105289601,12,1168,30709,2176,2176,0.85868,0.03757682264375208,0.9228999999999999,0.8058
544,SymphonicPoem107047373,4,368,10339,429,429,0.6026,0.0578759708341899,0.87052,0.4617
545,Employer110054657,22,2110,59928,2156,2156,0.6321200000000001,0.19201181630305986,0.86632,0.53828
546,Caricaturist109896170,17,1618,45299,1791,1791,0.64092,0.07486906971506992,0.8793599999999999,0.5095799999999999
547,Laminitis114348895,7,667,18082,690,690,0.48963999999999996,0.33882238178727214,0.76928,0.4406600000000001
548,Advantage105155821,9,839,24172,877,877,0.43976,0.11428344762037938,0.8109000000000002,0.30718
549,Gymnosperm111596108,7,676,19563,793,793,0.74696,0.14055379895257192,0.88828,0.6663
550,Past115120823,20,1916,59384,2243,2243,0.7326999999999999,0.10163117631908035,0.9384600000000001,0.6110599999999999
551,Usurper110742546,7,685,19419,833,833,0.6696799999999999,0.07411373421977874,0.84446,0.5603800000000001
552,Emirate108557396,28,2780,79729,3362,3362,0.8583999999999999,0.08952675577725354,0.91264,0.8201599999999999
553,Interchange103577818,9,825,21935,922,922,0.71052,0.11276723637652913,0.82134,0.63778
554,ComputerLanguage106899633,11,1044,25964,1148,1148,0.7365999999999999,0.12207905635284048,0.8646600000000001,0.66456
555,CreditUnion108234628,3,289,6994,365,365,0.6562600000000001,0.03995280215454229,0.7620199999999999,0.5791199999999999
556,EpidemicDisease114130166,6,510,12761,548,548,0.3108,0.12572272666467268,0.7150199999999999,0.2065
557,Captain109893344,5,476,13076,534,534,0.72578,0.07918531176929215,0.8495800000000001,0.6368199999999999
558,Homosexual110182913,13,1219,35053,1261,1261,0.51964,0.1839523046879272,0.89426,0.3868
559,Aphorist109798404,35,3433,120828,3686,3686,0.7985800000000001,0.062238200488124645,0.95906,0.6906800000000001
560,Mark105737153,9,871,22109,926,926,0.48392,0.2979541535203025,0.78956,0.40207999999999994
561,Philosophy106158346,15,1434,38897,1527,1527,0.54138,0.15576640716149295,0.78666,0.42976000000000003
562,Cookbook106413020,4,324,8752,337,337,0.62714,0.1890019957566586,0.82942,0.55022
563,Host108183802,6,523,16596,732,732,0.7912399999999999,0.05314988617109165,0.8881399999999999,0.71676
564,Worship101028655,9,853,26646,1072,1072,0.69468,0.07786021834030524,0.89368,0.5755
565,Piperazine103946814,4,315,5528,381,381,0.68408,0.041888299082201944,0.8623200000000001,0.57038
566,Seashore109428293,25,2485,76445,2653,2653,0.74036,0.07290082578407464,0.9027799999999999,0.63274
567,SoundingRocket104262530,3,202,3323,230,230,0.59286,0.05129801555615967,0.82144,0.4683400000000001
568,BloodTest105742551,4,383,9233,445,445,0.43751999999999996,0.0863521487862346,0.7592399999999999,0.30992
569,Cruiser103140900,16,1592,46736,2098,2098,0.8023999999999999,0.03673276466589469,0.8576599999999999,0.7554000000000001
570,VentureCapitalist110747965,6,590,17262,623,623,0.40966,0.22168612586267097,0.82454,0.30060000000000003
571,Stereotype105927586,8,766,22566,803,803,0.32938,0.1262512479146246,0.7322200000000001,0.21579999999999994
572,CardinalVirtue104847600,102,10180,296109,14308,14308,0.8144,0.04829670796234459,0.87974,0.75948
573,Supernova109451237,3,264,7206,314,314,0.55962,0.11905604394569812,0.7783800000000001,0.44350000000000006
574,Pronouncement106727616,6,529,14584,575,575,0.39986,0.05289652540573909,0.59028,0.30685999999999997
575,Fraternity108229467,40,3911,98329,6583,6583,0.9087999999999999,0.038169149846440105,0.9384399999999999,0.88224
576,Constant105858936,12,1180,30466,1328,1328,0.70178,0.17965174532967945,0.8665200000000001,0.6146399999999999
577,Perturbation107428450,7,664,15566,729,729,0.53782,0.19717387656583718,0.7413000000000001,0.45128
578,Organization101008378,6,543,12575,916,916,0.8827400000000001,0.0112695341518627,0.9038599999999999,0.86316
579,ComputerKeyboard103085013,7,601,12887,655,655,0.61932,0.17749963830949061,0.7543,0.5314
580,Veteran110749528,15,1423,43777,1469,1469,0.32721999999999996,0.10670667083177134,0.8333400000000001,0.20896000000000003
581,Primitive109627462,10,975,27623,1027,1027,0.3918,0.16016585154145688,0.83802,0.27254
582,Urologist110741493,2,134,3191,139,139,0.5002,0.1302653445855804,0.66182,0.44644000000000006
583,Promoter110482220,6,530,15217,580,580,0.43835999999999997,0.08492466308440676,0.77584,0.31005999999999995
584,SpiralGalaxy108271457,7,681,17343,921,921,0.82196,0.01931968943849768,0.84466,0.80336
585,MolecularBiologist110327143,9,849,21119,1045,1045,0.7588799999999999,0.0431318165627185,0.84724,0.69
586,MotorScooter103791053,2,172,4054,222,222,0.59634,0.13768765522006685,0.71136,0.5153
587,Margrave110294020,28,2766,73098,3053,3053,0.7091399999999999,0.03611988925785904,0.8216999999999999,0.62558
588,Killing107361576,6,503,15802,543,543,0.66386,0.09674253666304188,0.8483799999999999,0.55278
589,TalentAgent110690002,6,538,15797,543,543,0.35466000000000003,0.09963998394219058,0.83232,0.2305
590,Naphthalene114958564,3,216,4026,245,245,0.55702,0.1870229440469805,0.7903800000000001,0.45282
591,Helping107578363,11,1051,27568,1125,1125,0.48999999999999994,0.2190297970596695,0.8201599999999999,0.37318
592,Levy113308864,20,1905,57549,2059,2059,0.36808,0.09778068111851133,0.6874399999999999,0.2581
593,Table108266235,16,1567,34358,1618,1618,0.79422,0.08791524099949909,0.90116,0.7165
594,Trouser104489008,5,446,10901,495,495,0.47634,0.08677180648113762,0.6711400000000001,0.37185999999999997
595,OilTanker103845190,4,313,7989,332,332,0.5062599999999999,0.06277925134947054,0.6938000000000001,0.40275999999999995
596,Headdress103502509,11,1048,24603,1162,1162,0.5872999999999999,0.06025678385045123,0.78278,0.47291999999999995
597,Censor109903936,16,1509,45303,1767,1767,0.7827799999999999,0.07064019818771745,0.8351799999999999,0.74204
598,PlantMaterial114991712,7,662,17879,790,790,0.46948,0.07668620214875684,0.7750600000000001,0.33914000000000005
599,Laser103643253,6,548,14349,743,743,0.67042,0.07394436827778028,0.8003600000000001,0.5825400000000001
600,Quantity105855125,29,2874,75502,3356,3356,0.6516399999999999,0.04744869228967221,0.7987,0.5513399999999999
601,Copy103104594,3,252,7879,266,266,0.34786000000000006,0.25242128753336157,0.71722,0.26312
602,Titanosaur101710747,2,194,4034,310,310,0.8575799999999999,0.03968734810994556,0.86344,0.85442
603,Flatbread107682624,4,370,9122,422,422,0.49045999999999995,0.12281696299778788,0.80338,0.36644
604,Righteousness104826235,5,459,12790,475,475,0.57294,0.2031573439479853,0.6313000000000001,0.53784
605,Poisoner110448568,2,155,4152,175,175,0.56946,0.0787796318854055,0.7757,0.45524
606,Inspector110208847,4,357,9946,379,379,0.6847599999999999,0.2392691588985091,0.9116200000000001,0.6091199999999999
607,Coat103057021,5,470,9353,501,501,0.6599999999999999,0.1390612670731861,0.89108,0.5449999999999999
608,SealingWax104160036,5,403,8578,413,413,0.62004,0.07236440008733579,0.75676,0.5300800000000001
609,Artillery102746365,22,2112,58403,2736,2736,0.68568,0.021964826427723048,0.7635400000000001,0.62248
610,PrivateDetective110476671,10,993,30902,1094,1094,0.45671999999999996,0.32639092144237103,0.79532,0.38568
611,Inaction114010148,4,359,8706,407,407,0.51998,0.10882750387654766,0.7784600000000002,0.39662000000000003
612,Echinoderm102316707,2,145,2315,160,160,0.58234,0.13066685272095596,0.73358,0.5013
613,Draft113377268,34,3383,92409,3678,3678,0.9153399999999999,0.01795846318591879,0.94188,0.8913800000000001
614,Coordinator109963914,12,1112,27555,1230,1230,0.8150999999999999,0.03601260890299397,0.91766,0.73472
615,Recommendation106671637,16,1541,41960,1871,1871,0.76634,0.1271951665748349,0.87462,0.6894199999999999
616,Cicada102256656,2,152,2594,224,224,0.8048399999999999,0.08673540453586415,0.87314,0.7529
617,Qualification104717139,66,6570,180913,7810,7810,0.78766,0.07308087574735268,0.87984,0.7161
618,Abstractionist109758424,12,1104,35990,1534,1534,0.8953200000000001,0.03404793092098255,0.9725400000000001,0.83178
619,Ferry103329663,8,784,19114,880,880,0.67288,0.060874934086206624,0.83582,0.5675999999999999
620,Fairy109540430,13,1289,36591,1404,1404,0.32087999999999994,0.12095788357936824,0.79922,0.20573999999999998
621,Chiton103021121,2,120,1424,136,136,0.66038,0.18833404790424912,0.74536,0.59634
622,ExecutiveAgency108123696,14,1345,38341,1363,1363,0.67976,0.08817232218786121,0.8538599999999998,0.5718799999999999
623,Spice115050011,4,375,10842,425,425,0.21372,0.11868842235028657,0.75412,0.1337
624,Waterfowl101845132,13,1243,24530,1664,1664,0.8838199999999998,0.015304692090989605,0.9330999999999999,0.8399599999999999
625,Hagiographer110155692,7,612,20413,649,649,0.47962000000000005,0.20600362521082,0.83764,0.37716
626,Seafood107776866,3,253,5301,351,351,0.64898,0.15639440399195872,0.7651600000000001,0.5697599999999999
627,Caliph109887496,18,1773,53812,2167,2167,0.8001199999999999,0.07334241337725395,0.90442,0.7281599999999999
628,Ratite101517565,7,662,18434,891,891,0.7303999999999999,0.09721917506335877,0.8683799999999999,0.6368
629,Cirque109245515,2,106,3051,123,123,0.63452,0.06898757569301879,0.9314199999999999,0.4866
630,Persecution100420477,8,744,22023,818,818,0.68814,0.18343769078354644,0.87074,0.59432
631,Pteridophyte111545524,4,347,8921,550,550,0.68488,0.07412053426682783,0.87112,0.56834
632,Glossary106420781,18,1706,42502,1732,1732,0.386,0.09568788847079863,0.84472,0.25348000000000004
633,Illusion105939636,27,2640,75744,2851,2851,0.5487599999999999,0.14670403675427612,0.8554600000000001,0.41836
634,Sketch104227144,2,164,4655,197,197,0.47078,0.12863406080817008,0.8720000000000001,0.33052
635,ComputerArchitecture106725249,6,533,11980,657,657,0.63758,0.16027476906862162,0.7733800000000001,0.5506800000000001
636,Footing113790912,14,1384,36891,1468,1468,0.38894,0.0930251277881412,0.74196,0.26904
637,Rebellion100962129,25,2496,71096,2578,2578,0.6497400000000001,0.07770605124441726,0.81634,0.54176
638,DietarySupplement107562495,5,411,11289,445,445,0.29818,0.1128764705330566,0.70224,0.20098000000000002
639,Vespid102212602,3,235,2003,251,251,0.925,0.009165587815301303,0.9448399999999999,0.9080400000000001
640,InfectiousDisease114127211,6,510,12761,548,548,0.3108,0.12572272666467268,0.7150199999999999,0.2065
641,Morality104846770,103,10214,297254,14344,14344,0.8129799999999999,0.052721547776976366,0.8777199999999998,0.7578600000000001
642,Hieroglyph106403679,13,1254,36110,1515,1515,0.5019,0.0812376021310329,0.7652800000000001,0.37878
643,Cutlery103153375,5,439,10464,471,471,0.42012,0.20864472579003765,0.7470600000000001,0.31706
644,Output100914632,7,611,17175,729,729,0.38688,0.13541564754488308,0.80152,0.26318
645,Acne114222112,5,480,14940,614,614,0.59376,0.09118273082113741,0.7493399999999999,0.5013
646,Friar110111903,6,556,17478,569,569,0.69174,0.3053048614090513,0.8695,0.6378600000000001
647,Mausoleum103732114,8,763,19673,831,831,0.55056,0.11399074699290289,0.80556,0.42935999999999996
648,Agronomist109780120,13,1233,30570,1260,1260,0.56386,0.08381340226956545,0.7706600000000001,0.44966
649,Attacker109821253,14,1302,35350,1434,1434,0.47230000000000005,0.061106169901246454,0.76252,0.3428
650,Gerbil102343772,2,189,2375,219,219,0.84558,0.07380979338814056,0.9162399999999999,0.7861800000000001
651,OpticalPhenomenon111490638,8,735,18168,914,914,0.66584,0.11924513574984934,0.8751800000000001,0.55286
652,Charge113306870,5,428,10287,476,476,0.47328000000000003,0.04867933442437354,0.7478,0.3519
653,ArtSchool102746978,11,1056,29307,1084,1084,0.7213200000000001,0.13165466038086157,0.86606,0.6402599999999999
654,Definition106744396,21,2022,60105,2191,2191,0.5812600000000001,0.22724242209587542,0.77858,0.5039199999999999
655,Escapee110062905,22,2197,67309,2296,2296,0.5705600000000001,0.19788686262609753,0.8682400000000001,0.46604
656,Anniversary115249799,15,1414,39673,1576,1576,0.67528,0.09340566149864792,0.8344400000000001,0.5763800000000001
657,Vole102339376,3,267,4699,293,293,0.78894,0.06484731605856943,0.85196,0.7359600000000001
658,Earldom114432875,22,2131,63310,2381,2381,0.79836,0.01987919515473399,0.8540199999999999,0.75038
659,TrueFrog101640846,3,208,5534,299,299,0.7707,0.06348476982710104,0.85662,0.7035
660,Lobbyist110268629,18,1737,51060,1818,1818,0.49096,0.1288074780437844,0.7801199999999999,0.36704000000000003
661,Force105194578,23,2296,65979,2540,2540,0.5696399999999999,0.1269775192701448,0.7722199999999999,0.46205999999999997
662,Commercial107250034,3,223,6675,235,235,0.3621,0.09108714508645005,0.71146,0.24587999999999996
663,Larceny100780889,17,1697,56361,1850,1850,0.77932,0.11906498057783403,0.83934,0.73418
664,Fluid114939445,6,533,13701,582,582,0.42514,0.08733646661046002,0.72404,0.30422000000000005
665,Atom114619225,20,1965,57179,3031,3031,0.7193400000000001,0.05980276247799929,0.83598,0.63322
666,Therapy100661091,7,605,16274,694,694,0.5770600000000001,0.06498961763235722,0.79486,0.45768
667,Pyridine114692510,6,515,10243,636,636,0.67752,0.031175336405562686,0.8305,0.57372
668,Fraud100753685,15,1476,43489,1541,1541,0.3837,0.14945012545996741,0.8210200000000001,0.25962
669,Purine114706749,5,435,11299,598,598,0.7383000000000001,0.08488573496177082,0.88202,0.63604
670,PrimeNumber113594302,8,779,23097,2191,2191,0.8868600000000001,0.042433411364159755,0.9299,0.84834
671,Special107166851,24,2304,67153,2402,2402,0.66524,0.142665981929821,0.8617600000000001,0.56406
672,Meme105985126,27,2622,78514,2848,2848,0.38168,0.12419594840412468,0.8088200000000001,0.25694
673,Good105159725,9,827,24005,865,865,0.39924,0.1948540335738524,0.7116,0.28524000000000005
674,Khan110230097,14,1305,33754,1812,1812,0.75912,0.05754634306365609,0.84328,0.69208
675,Ammonite109195958,6,581,6425,677,677,0.78248,0.04356192833197355,0.81024,0.7597799999999999
676,SportsEquipment104285146,10,968,26372,1660,1660,0.81326,0.04785555767097484,0.87478,0.76216
677,Field108659446,2,143,3053,166,166,0.7601199999999999,0.03919971428467305,0.8739799999999999,0.67376
678,Profanity107128527,7,603,19130,643,643,0.6260399999999999,0.14349034253217183,0.82622,0.52654
679,Position105079866,3,215,5351,410,410,0.82886,0.045581118898070094,0.93136,0.75144
680,Cyst114202996,3,279,4614,306,306,0.6853800000000001,0.10425761171252677,0.82022,0.59264
681,Particle109386422,12,1119,30054,1293,1293,0.56204,0.15151874603493787,0.76602,0.4718
682,Epistemologist110062385,28,2767,87513,3510,3510,0.8553,0.07783199856100317,0.94708,0.78806
683,Astrologer109817816,33,3228,110008,3827,3827,0.7412400000000001,0.07273803956665316,0.9163,0.6282000000000001
684,Passerine101524359,10,998,17495,1266,1266,0.8615999999999999,0.03186383529959944,0.954,0.78808
685,Drawbridge103233744,4,306,8603,360,360,0.7897799999999999,0.08998062902647436,0.8400400000000001,0.7468199999999999
686,End115266911,16,1519,44827,1991,1991,0.8431999999999998,0.07510986619612632,0.9148400000000001,0.7901999999999999
687,Disease114070360,248,24779,595953,34708,34708,0.76404,0.024795693174420413,0.8439599999999998,0.6984199999999999
688,MetallicElement114625458,10,994,27121,1123,1123,0.5771,0.17194072234348673,0.80374,0.47318
689,Pogrom100421210,8,744,22023,818,818,0.68814,0.18343769078354644,0.87074,0.59432
690,Cooperation101202904,3,296,8312,326,326,0.6265799999999999,0.07220380599386712,0.80576,0.51552
691,Believer109848489,48,4731,144586,6140,6140,0.77118,0.019433105773396086,0.8687799999999999,0.6963799999999999
692,TransitLine104472098,8,754,18793,2396,2396,0.9135,0.02196014571900652,0.92272,0.90464
693,Oncologist110377633,3,239,6238,248,248,0.5929599999999999,0.06778529634072569,0.8091200000000001,0.47152000000000005
694,Vibist110749928,10,981,24950,1039,1039,0.6530600000000001,0.14127181743008757,0.9561399999999999,0.51468
695,LanguageSchool108282950,4,364,10229,388,388,0.6701599999999999,0.1901995751835424,0.8971600000000001,0.5662
696,Phobia114381416,5,457,11674,508,508,0.65392,0.02174041397949913,0.84906,0.53234
697,Position106208751,8,719,18383,735,735,0.32952,0.2015706268284147,0.68472,0.23035999999999998
698,UrbanLegend106682952,13,1229,33435,1294,1294,0.4335,0.13189852159899293,0.89064,0.29684000000000005
699,Band102784218,4,393,10062,451,451,0.49408,0.08094732608307702,0.6161,0.41290000000000004
700,Lemma106751833,3,279,5690,293,293,0.7419600000000001,0.13851620266236006,0.85382,0.6624399999999999
701,SulfaDrug104352070,2,183,3963,237,237,0.603,0.09643443368423957,0.7650399999999999,0.506
702,DataStructure105728493,17,1665,44186,2063,2063,0.5603200000000002,0.03065207333933544,0.7430800000000001,0.45031999999999994
703,Glycoprotein114888310,9,841,21791,1178,1178,0.71774,0.07583768456381036,0.8181200000000001,0.6408
704,RanchHand110506544,8,722,19192,793,793,0.6159,0.23011554488995306,0.90382,0.52462
705,RegulatoryAgency108353406,16,1546,49017,1711,1711,0.7247600000000001,0.11944532807941884,0.8227400000000001,0.65608
706,Defamation106719579,26,2597,78465,2778,2778,0.5387000000000001,0.10209669926104371,0.812,0.41423999999999994
707,OilRefinery103844673,2,180,4442,187,187,0.64604,0.05262419975638583,0.80852,0.5398400000000001
708,Fluorescein114987695,3,250,5792,318,318,0.6099,0.12298159211849553,0.8088000000000001,0.50644
709,HiredHand110176679,9,884,23990,1018,1018,0.66986,0.0981582721934326,0.9233600000000001,0.53694
710,Plantation113252513,10,937,22943,1064,1064,0.66632,0.03702007023224024,0.7835599999999999,0.58148
711,Infection113498404,6,539,9508,643,643,0.86188,0.03289367112378914,0.9296199999999999,0.80414
712,Antibody115027189,10,904,20494,1222,1222,0.74234,0.0582163757030614,0.83754,0.6694
713,NervousTissue105296775,13,1202,26143,1479,1479,0.6854,0.05950159661723372,0.8246399999999999,0.59024
714,HandTool103489162,6,544,14059,617,617,0.41468,0.11066962365527407,0.79914,0.28754
715,Hog102395406,3,294,7684,326,326,0.53144,0.10775465836797961,0.76716,0.41178
716,Addition102679415,8,791,19452,879,879,0.3017,0.12692383542896896,0.72732,0.19604000000000002
717,Convict109963159,7,663,18406,686,686,0.4767799999999999,0.1983946410566576,0.8685,0.35014
718,Royalty108153437,39,3896,117907,4312,4312,0.6545399999999999,0.08667104706878762,0.8338599999999999,0.5443200000000001
719,Costumier109968259,15,1492,36255,1652,1652,0.6787199999999999,0.06890902408248138,0.91616,0.54374
720,Matrix108267640,13,1299,31436,1717,1717,0.6207800000000001,0.05641401953415481,0.72134,0.54762
721,Foreman110104209,23,2246,64102,2795,2795,0.7481599999999999,0.05934093359562184,0.89646,0.64524
722,Jet103595860,40,3992,99929,5149,5149,0.8438399999999999,0.03714784515957822,0.91242,0.78546
723,Carpenter109896685,9,836,23420,839,839,0.53438,0.25277839622879167,0.77024,0.43074
724,Glider103439814,5,427,8782,566,566,0.6772400000000001,0.07119703926428403,0.8608,0.5607800000000001
725,Protozoan101389507,3,277,6375,361,361,0.59214,0.09121088970073694,0.73306,0.5027200000000001
726,Autograph106407094,2,153,5042,210,210,0.8113999999999999,0.09148558356375062,0.9362,0.7301
727,MilitaryAcademy108279524,31,3043,85214,3387,3387,0.8366399999999998,0.03802034192376499,0.88872,0.7918000000000001
728,Autocracy108361001,31,3054,83647,3218,3218,0.58102,0.08808728398582852,0.82248,0.457
729,Judiciary108166187,7,685,18796,703,703,0.54064,0.06490009553151674,0.6668999999999999,0.45810000000000006
730,Alchemist109781921,22,2153,68600,2500,2500,0.6874,0.10899080695177917,0.8947600000000001,0.5715
731,Set107999699,7,628,17665,679,679,0.6104,0.13273493888196886,0.83894,0.49617999999999995
732,Builder115097209,3,294,6533,310,310,0.4808,0.1258580946939846,0.7289199999999999,0.38543999999999995
733,InorganicCompound114919511,5,414,10064,434,434,0.5159,0.16471346028785866,0.73782,0.40906000000000003
734,Alloy114586769,18,1754,48358,2150,2150,0.65508,0.10749127220383986,0.77824,0.5700000000000001
735,DiagnosticTest105739043,5,412,9857,478,478,0.43498000000000003,0.042538848127329436,0.73734,0.31038
736,Formula106731802,24,2310,60491,2846,2846,0.8120799999999999,0.08034753014250035,0.86456,0.76934
737,MalevolentProgram106573020,6,523,14053,621,621,0.69184,0.09357323548964201,0.8352999999999999,0.59512
738,Minesweeper103769100,5,450,8686,479,479,0.80374,0.048219357108945364,0.8387399999999999,0.77178
739,Succulent113084184,5,488,10117,638,638,0.6708000000000001,0.04539343564878075,0.7774599999999999,0.5921799999999999
740,Tavern104395875,11,1030,24774,1078,1078,0.6092000000000001,0.1435651489742549,0.75046,0.5215000000000001
741,Secularist110574538,8,781,23686,831,831,0.5671800000000001,0.19554346217657087,0.93956,0.43054
742,PrimaBallerina110471640,6,579,14383,762,762,0.8393999999999998,0.048053719939251324,0.92746,0.7686999999999999
743,Berry107742704,8,750,22321,982,982,0.69268,0.12472724481844376,0.82616,0.60642
744,Campsite108518171,5,464,9953,473,473,0.6668399999999999,0.06292940806967756,0.8584399999999999,0.54678
745,Intelligence100981830,5,407,11630,424,424,0.5212399999999999,0.09063556917678622,0.7648199999999999,0.40047999999999995
746,DesignerDrug103179489,3,249,4953,325,325,0.65518,0.09023831558711631,0.83342,0.5473
747,Monoplane103783873,22,2192,55416,2373,2373,0.7175600000000001,0.07538447054931141,0.8992799999999999,0.60128
748,Glucoside114887801,2,153,3260,188,188,0.60004,0.12529973024711585,0.72804,0.52064
749,Charter106471737,19,1869,64001,1935,1935,0.69552,0.13764494033563313,0.82332,0.6164799999999999
750,HomopterousInsect102246011,4,393,8069,594,594,0.7600399999999999,0.06701917934442347,0.8150999999999999,0.715
751,TeleostFish102528163,12,1158,24417,1583,1583,0.7958000000000001,0.04828034796892002,0.88674,0.72316
752,Parlance107081177,11,1078,31094,1095,1095,0.18705999999999998,0.09414912851428843,0.65142,0.11574
753,Motto107152259,37,3603,99418,3704,3704,0.39588,0.23233914349502108,0.8528399999999999,0.29005999999999993
754,NewsMagazine106596474,65,6461,228031,7531,7531,0.9282599999999999,0.008073809509766763,0.9621600000000001,0.89692
755,Assay100791527,5,413,9864,479,479,0.4379799999999999,0.04346540693471074,0.7470600000000001,0.31205999999999995
756,MusicSchool108283649,49,4804,138848,5718,5718,0.8028400000000001,0.04650722954552335,0.8821999999999999,0.73778
757,GrammaticalCategory106309383,20,1956,51650,2641,2641,0.744,0.09470499458845873,0.8535600000000001,0.66326
758,Metropolitan110313239,5,402,10230,437,437,0.60778,0.065316166452112,0.73978,0.5205
759,Evaluation105736149,11,1029,26481,1199,1199,0.5335799999999999,0.206259558808798,0.82718,0.43232
760,Drawing103234306,12,1134,28456,1273,1273,0.71476,0.0605794882777991,0.88382,0.6035
761,Synapsid101719403,8,753,11332,1105,1105,0.87776,0.02122146083567294,0.8840600000000001,0.8721
762,Pope110453533,88,8786,272696,11117,11117,0.8692399999999999,0.020795057104994942,0.9014,0.8399599999999999
763,Test101006675,3,255,6125,295,295,0.5950200000000001,0.07682742739412793,0.81634,0.47350000000000003
764,DynamicalSystem106246361,15,1454,35866,1643,1643,0.56088,0.11620112563998683,0.7346600000000001,0.46037999999999996
765,RiverBasin108518940,82,8163,248576,8988,8988,0.7663,0.048475560852866896,0.8939600000000001,0.67184
766,Sonneteer110625000,38,3762,204146,6867,6867,0.94324,0.01736025345437098,0.96358,0.9251000000000001
767,Transvestite110726031,4,311,8703,333,333,0.5828,0.09903575112049182,0.90012,0.43926
768,Appliance102729837,7,603,15756,666,666,0.37661999999999995,0.0516824302834145,0.77884,0.25
769,Mountaineer110334567,6,557,10346,787,787,0.8600999999999999,0.02730597004319753,0.8659600000000001,0.8547600000000001
770,Board108322981,14,1344,36097,1505,1505,0.7045600000000001,0.06700643551182231,0.8455,0.6109600000000001
771,Guest110150940,39,3882,115819,5368,5368,0.92964,0.03970897127854108,0.97416,0.8908200000000001
772,Demonstration101177703,8,780,22759,904,904,0.5282600000000001,0.11956619254622103,0.7243799999999999,0.43364
773,Hall103478907,32,3149,100938,3504,3504,0.73814,0.09856844525506121,0.90872,0.63018
774,Stimulation105827684,8,783,16404,959,959,0.5782,0.17663933876687832,0.8240000000000001,0.4652
775,Kinsman110236946,36,3538,104776,4010,4010,0.74342,0.08470309085269558,0.9289,0.6272
776,Additive102679788,7,619,15353,700,700,0.4869600000000001,0.12851206324699638,0.8362,0.3542
777,GovernorGeneral110140597,10,968,26905,1016,1016,0.58498,0.08834736894780737,0.8293800000000001,0.45606
778,BallisticMissile102781338,15,1434,37485,2065,2065,0.72984,0.05359427581374712,0.8096399999999999,0.66554
779,Starches107566863,17,1628,38940,1864,1864,0.5954600000000001,0.10479991603050069,0.7803400000000001,0.48894000000000004
780,PipelineCompany108069487,7,699,18865,740,740,0.63296,0.13358183409431088,0.7957,0.54132
