LDC	EDL17_EVAL_00001	Brasil	ENG_NW_001278_20130521_F000124T2:862-890	m.05c3rq	ORG	NAM	1.0	Y	Y	N
LDC	EDL17_EVAL_00002	aeropuerto	SPA_NW_001278_20130924_F00013TSY:1209-1218	m.011zcr	FAC	NOM	1.0	N	Y	N
LDC	EDL17_EVAL_00003	东部	CMN_DF_000191_20160316_G00A0EGPG:1151-1152	NIL00001	LOC	NOM	1.0	N	N	N
LDC	EDL17_EVAL_00004	gabachos	SPA_DF_001253_20130425_G00A092AP:1001-1008	m.0f8l9c	GPE	NAM	1.0	N	Y	N
LDC	EDL17_EVAL_00005	Hacienda	SPA_DF_001253_20131220_G00A0GZAG:3971-3978	NIL00002	ORG	NAM	1.0	N	N	N
LDC	EDL17_EVAL_00006	ETA	SPA_DF_001253_20130416_G00A0GVDZ:2390-2392	m.02pvw	ORG	NAM	1.0	Y	N	N
LDC	EDL17_EVAL_00007	京	CMN_NW_001278_20130424_F000108OC:255-255	m.01914	GPE	NAM	1.0	N	N	N
LDC	EDL17_EVAL_00008	越南	CMN_DF_000191_20160307_G00A0EGHO:74-75	m.01crd5	GPE	NAM	1.0	N	N	N
LDC	EDL17_EVAL_00009	régimen	SPA_DF_001253_20140214_G00A0H098:4720-4726	m.04_1j_8	ORG	NOM	1.0	N	Y	N
LDC	EDL17_EVAL_00010	presidencia	SPA_NW_001278_20130416_F000147FG:1431-1441	NIL00003	ORG	NOM	1.0	N	N	N
LDC	EDL17_EVAL_00011	FEP	SPA_NW_001278_20130801_F00013UAV:1916-1918	NIL00004	ORG	NAM	1.0	N	N	N
LDC	EDL17_EVAL_00012	cámara	SPA_NW_001278_20130404_F00015ADL:1277-1282	m.01p86s	ORG	NOM	1.0	N	N	N
LDC	EDL17_EVAL_00013	Hugo Chávez	SPA_NW_001278_20130419_F00013YB3:1472-1482	m.0d1b_	PER	NAM	1.0	N	N	N
LDC	EDL17_EVAL_00014	Le Chant	ENG_DF_001503_20090218_G00A0GAXK:826-833	NIL00005	PER	NAM	1.0	N	N	Y
LDC	EDL17_EVAL_00015	Grecia	SPA_DF_001253_20140214_G00A0H098:3559-3564	m.035qy	GPE	NAM	1.0	N	Y	N
LDC	EDL17_EVAL_00016	Japan	ENG_NW_001278_20131125_F000134SK:405-409	m.03_3d	GPE	NAM	1.0	N	N	N
LDC	EDL17_EVAL_00017	量子时代	CMN_DF_000311_20151122_G00A0EQRF:3331-3334	NIL00006	PER	NAM	1.0	N	N	Y
LDC	EDL17_EVAL_00018	非洲	CMN_DF_000191_20160413_G00A0C8M4:669-670	m.0dg3n1	LOC	NAM	1.0	N	N	N
LDC	EDL17_EVAL_00019	APN	SPA_NW_001278_20130304_F000157WO:375-377	m.0c3xm	ORG	NAM	1.0	N	N	N
LDC	EDL17_EVAL_00020	布鲁塞尔	CMN_DF_000191_20160324_G00A0C2UV:68-71	m.0177z	GPE	NAM	1.0	N	N	N
LDC	EDL17_EVAL_00021	jobs	ENG_DF_001471_20060426_G00A0FF0Z:2218-2221	m.06y3r	PER	NAM	1.0	N	N	N
LDC	EDL17_EVAL_00022	总理	CMN_NW_001278_20130125_F000105I4:481-482	m.0ck32l	PER	NOM	1.0	N	N	N
LDC	EDL17_EVAL_00023	Chengdu	NYT_ENG_20130517.0006:4362-4368	m.016v46	GPE	NAM	1.0	N	N	N
LDC	EDL17_EVAL_00024	complejo	SPA_NW_001278_20130118_F000155B5:153-160	NIL00007	FAC	NOM	1.0	Y	N	N
LDC	EDL17_EVAL_00025	巴西	CMN_DF_000191_20160412_G00A0EHOG:1320-1321	m.015fr	GPE	NAM	1.0	N	N	N
LDC	EDL17_EVAL_00026	Weeny	ENG_DF_001471_20050614_G00A0FCSK:3950-3954	NIL00008	PER	NOM	1.0	N	N	Y
LDC	EDL17_EVAL_00027	UK	ENG_DF_001471_20140116_G00A0FPGW:2831-2832	m.07ssc	GPE	NAM	1.0	N	N	N
LDC	EDL17_EVAL_00028	Chirlane McCray	NYT_ENG_20131106.0066:2000-2014	m.0wqynjl	PER	NAM	1.0	N	N	N
LDC	EDL17_EVAL_00029	Turkey	ENG_NW_001278_20130627_F00013H43:769-774	m.01znc_	GPE	NAM	1.0	N	N	N
LDC	EDL17_EVAL_00030	poster	ENG_DF_001471_20060203_G00A0275Q:1012-1017	NIL00009	PER	NOM	1.0	N	N	Y
LDC	EDL17_EVAL_00031	Franco	SPA_NW_001278_20130420_F0001456I:1932-1937	m.04cv42x	PER	NAM	1.0	N	N	N
LDC	EDL17_EVAL_00032	南苏丹	CMN_NW_001278_20130410_F000117PV:212-214	m.05rznz	GPE	NAM	1.0	N	Y	N
LDC	EDL17_EVAL_00033	steve knight	ENG_DF_001471_20160311_G00A0G6CH:1156-1167	NIL00010	PER	NAM	1.0	N	N	Y
LDC	EDL17_EVAL_00034	company	NYT_ENG_20131015.0131:485-491	m.043pph	ORG	NOM	1.0	N	N	N
LDC	EDL17_EVAL_00035	华	CMN_DF_000191_20141105_G00A0ECJW:1832-1832	m.0d05w3	GPE	NAM	1.0	N	N	N
LDC	EDL17_EVAL_00036	Ghana	NYT_ENG_20130924.0050:948-952	m.035dk	GPE	NAM	1.0	N	N	N
LDC	EDL17_EVAL_00037	país	SPA_NW_001278_20130727_F000151ZW:497-500	m.02k54	GPE	NOM	1.0	N	N	N
LDC	EDL17_EVAL_00038	Madrid Arena	SPA_DF_001253_20151104_G00A08L8A:3545-3556	m.06cgmf	FAC	NAM	1.0	N	N	N
LDC	EDL17_EVAL_00039	成都	CMN_DF_000191_20160307_G00A0EGHO:1009-1010	m.016v46	GPE	NAM	1.0	N	N	N
LDC	EDL17_EVAL_00040	底特律	CMN_NW_001278_20130721_F00010453:495-497	m.02dtg	GPE	NAM	1.0	N	N	N
LDC	EDL17_EVAL_00041	老外	CMN_DF_000311_20121221_G00A0DRI9:941-942	NIL00011	PER	NAM	1.0	N	N	Y
