LDC	TEDL15_PILOT_00001	伊	XIN_CMN_20081015.0143:63-63	m.0d05q4	GPE	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00002	伊拉克	XIN_CMN_20081015.0143:73-75	m.0d05q4	GPE	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00003	伊拉克	XIN_CMN_20081015.0143:158-160	m.0d05q4	GPE	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00004	伊拉克	XIN_CMN_20081015.0143:175-177	m.0d05q4	GPE	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00005	伊	XIN_CMN_20081015.0143:221-221	m.0d05q4	GPE	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00006	伊	XIN_CMN_20081015.0143:274-274	m.0d05q4	GPE	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00007	伊拉克	XIN_CMN_20081015.0143:308-310	m.0d05q4	GPE	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00008	伊拉克	XIN_CMN_20081015.0143:331-333	m.0d05q4	GPE	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00009	伊拉克	XIN_CMN_20081015.0143:373-375	m.0d05q4	GPE	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00010	伊	XIN_CMN_20081015.0143:438-438	m.0d05q4	GPE	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00011	伊	XIN_CMN_20081015.0143:233-233	m.0d05q4	GPE	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00012	美	XIN_CMN_20081015.0143:64-64	m.0c823y2	GPE	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00013	美	XIN_CMN_20081015.0143:161-161	m.0c823y2	GPE	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00014	美	XIN_CMN_20081015.0143:196-196	m.0c823y2	GPE	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00015	美	XIN_CMN_20081015.0143:222-222	m.0c823y2	GPE	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00016	美	XIN_CMN_20081015.0143:230-230	m.0c823y2	GPE	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00017	美	XIN_CMN_20081015.0143:275-275	m.0c823y2	GPE	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00018	美	XIN_CMN_20081015.0143:361-361	m.0c823y2	GPE	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00019	美	XIN_CMN_20081015.0143:439-439	m.0c823y2	GPE	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00020	亢德喜	XIN_CMN_20081015.0143:152-154	NIL00001	PER	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00021	阿布·卡斯瓦拉	XIN_CMN_20081015.0143:185-191	m.0273nk9	PER	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00022	卡斯瓦拉	XIN_CMN_20081015.0143:279-282	m.0273nk9	PER	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00023	卡斯瓦拉	XIN_CMN_20081015.0143:351-354	m.0273nk9	PER	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00024	卡斯瓦拉	XIN_CMN_20081015.0143:443-446	m.0273nk9	PER	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00025	摩苏 尔	XIN_CMN_20081015.0143:238-241	m.01cgxp	GPE	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00026	摩苏尔	XIN_CMN_20081015.0143:460-462	m.01cgxp	GPE	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00027	摩洛哥	XIN_CMN_20081015.0143:285-287	m.04wgh	GPE	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00028	阿布·哈姆扎·穆哈吉尔	XIN_CMN_20081015.0143:339-349	m.0drz9x	PER	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00029	扎卡维	XIN_CMN_20081015.0143:381-383	m.01vnhm	PER	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00030	阿富汗	XIN_CMN_20081015.0143:403-405	m.02p1d14	GPE	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00031	巴基斯坦	XIN_CMN_20081015.0143:407-410	m.05sb1	GPE	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00032	基地	XIN_CMN_20081015.0143:68-69	m.0v74	ORG	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00033	基地	XIN_CMN_20081015.0143:170-171	m.0v74	ORG	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00034	基地	XIN_CMN_20081015.0143:302-303	m.0v74	ORG	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00035	基地	XIN_CMN_20081015.0143:326-327	m.0v74	ORG	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00036	基地	XIN_CMN_20081015.0143:368-369	m.0v74	ORG	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00037	基地	XIN_CMN_20081015.0143:396-397	m.0v74	ORG	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00038	惠晓霜	XIN_CMN_20081015.0143:149-151	NIL00002	PER	NAM	1.0	N	Y	N
LDC	TEDL15_PILOT_00039	新华社	XIN_CMN_20081106.0105:102-104	m.01n13b	ORG	NAM	1.0	N	Y	N
LDC	TEDL15_PILOT_00040	新华社	XIN_CMN_20081106.0105:169-171	m.01n13b	ORG	NAM	1.0	N	Y	N
LDC	TEDL15_PILOT_00041	梅	XIN_CMN_20081106.0105:65-65	m.08wdkk	PER	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00042	梅	XIN_CMN_20081106.0105:145-145	m.08wdkk	PER	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00043	梅德韦杰夫	XIN_CMN_20081106.0105:194-198	m.08wdkk	PER	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00044	梅德韦杰夫	XIN_CMN_20081106.0105:237-241	m.08wdkk	PER	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00045	梅德韦杰夫	XIN_CMN_20081106.0105:311-315	m.08wdkk	PER	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00046	梅德韦杰夫	XIN_CMN_20081106.0105:394-398	m.08wdkk	PER	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00047	梅德韦杰夫	XIN_CMN_20081106.0105:476-480	m.08wdkk	PER	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00048	梅德 韦杰夫	XIN_CMN_20081106.0105:727-732	m.08wdkk	PER	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00049	梅德韦 杰夫	XIN_CMN_20081106.0105:851-856	m.08wdkk	PER	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00050	梅德韦杰夫	XIN_CMN_20081106.0105:929-933	m.08wdkk	PER	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00051	梅德韦杰夫	XIN_CMN_20081106.0105:1045-1049	m.08wdkk	PER	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00052	普	XIN_CMN_20081106.0105:66-66	m.08193	PER	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00053	普	XIN_CMN_20081106.0105:146-146	m.08193	PER	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00054	普京	XIN_CMN_20081106.0105:411-412	m.08193	PER	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00055	普京	XIN_CMN_20081106.0105:1030-1031	m.08193	PER	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00056	普京	XIN_CMN_20081106.0105:1188-1189	m.08193	PER	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00057	普京	XIN_CMN_20081106.0105:1251-1252	m.08193	PER	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00058	普京	XIN_CMN_20081106.0105:1310-1311	m.08193	PER	NAM	1.0	N	N	N
LDC	TEDL15_PILOT_00059	普京	XIN_CMN_20081106.0105:1363-1364	m.08193	PER	NAM	1.0	N	N	N
