To	O
this	O
end	O
,	O
the	O
young	O
Archibald	O
was	O
sent	O
to	O
Grenoble	B-Prefecture108626947
,	O
France	O
by	O
his	O
parents	O
to	O
study	O
upon	O
reaching	O
adolescence	O
.	O
Sofradir	O
headquarters	O
are	O
located	O
in	O
Chatenay	O
-	O
Malabry	O
(	O
near	O
Paris	O
)	O
while	O
the	O
development	O
and	O
production	O
facilities	O
are	O
located	O
in	O
Veurey	O
-	O
Voroize	O
near	O
Grenoble	B-Prefecture108626947
.	O
The	O
Bastille	O
is	O
the	O
name	O
of	O
a	O
fortress	O
culminating	O
at	O
476	O
m	O
(	O
ft	O
)	O
above	O
sea	O
level	O
,	O
located	O
at	O
the	O
south	O
end	O
of	O
the	O
Chartreuse	O
mountain	O
range	O
and	O
overlooking	O
the	O
city	O
of	O
Grenoble	B-Prefecture108626947
,	O
France	O
.	O
He	O
had	O
three	O
successive	O
rectorships	O
—	O
at	O
Vesoul	B-Prefecture108626947
,	O
at	O
Lyon	O
,	O
and	O
at	O
Grenoble	B-Prefecture108626947
.	O
The	O
trio	O
were	O
selected	O
to	O
represent	O
the	O
U.S.	O
at	O
the	O
1968	O
Winter	O
Olympics	O
in	O
Grenoble	B-Prefecture108626947
,	O
France	O
.	O
By	O
1953	O
they	O
had	O
five	O
showrooms	O
in	O
Britain	O
and	O
another	O
in	O
Grenoble	B-Prefecture108626947
.	O
He	O
taught	O
Latin	O
-	O
American	O
literature	O
and	O
civilization	O
during	O
several	O
years	O
at	O
Stendhal	O
University	O
in	O
Grenoble	B-Prefecture108626947
,	O
and	O
om	O
3003	O
he	O
began	O
working	O
as	O
a	O
lecturer	O
at	O
Lille	O
III	O
University	O
.	O
At	O
the	O
1968	O
Winter	O
Olympics	O
in	O
Grenoble	B-Prefecture108626947
,	O
he	O
won	O
a	O
gold	O
medal	O
in	O
the	O
4×10	O
km	O
relay	O
.	O
The	O
two	O
young	O
women	O
made	O
their	O
way	O
to	O
London	O
via	O
Barcelona	O
,	O
Madrid	O
,	O
Lisbon	O
,	O
Gibraltar	O
and	O
Glasgow	O
,	O
while	O
the	O
rest	O
of	O
the	O
family	O
remained	O
in	O
Grenoble	B-Prefecture108626947
,	O
despite	O
the	O
German	O
invasion	O
of	O
the	O
country	O
.	O
He	O
won	O
the	O
50	O
km	O
bronze	O
at	O
the	O
1968	O
Winter	O
Olympics	O
in	O
Grenoble	B-Prefecture108626947
.	O
It	O
is	O
based	O
at	O
two	O
sites	O
:	O
one	O
in	O
Grenoble	B-Prefecture108626947
,	O
specializing	O
in	O
static	O
fields	O
,	O
and	O
one	O
in	O
Toulouse	B-Prefecture108626947
,	O
specializing	O
in	O
pulsed	O
fields	O
.	O
After	O
graduation	O
,	O
he	O
went	O
on	O
to	O
study	O
first	O
