Yogyakarta	B-NationalCapital108691669
,	O
Indonesia	O
.	O
Yogyakarta	B-NationalCapital108691669
,	O
Indonesia	O
.	O
The	O
word	O
"	O
Adipati	O
"	O
is	O
still	O
found	O
in	O
the	O
official	O
title	O
of	O
the	O
hereditary	O
dukes	O
Mangkunegara	O
of	O
Surakarta	O
and	O
Paku	O
Alam	O
of	O
Yogyakarta	B-NationalCapital108691669
—	O
i.e	O
.	O
,	O
"	O
Kanjeng	O
Gusti	O
Pangeran	O
Adipati	O
Arya	O
"	O
(	O
shortened	O
into	O
KGPAA	O
)	O
.	O
Imogiri	O
in	O
Java	O
,	O
mausoleum	O
complex	O
of	O
the	O
sultans	O
of	O
Mataram	O
,	O
Yogyakarta	B-NationalCapital108691669
and	O
Surakarta	O
.	O
Yogyakarta	B-NationalCapital108691669
-	O
Adisucipto	O
International	O
Airport	O
Other	O
than	O
the	O
Balinese	O
,	O
a	O
small	O
enclave	O
of	O
Javanese	O
Hindu	O
minorities	O
are	O
also	O
can	O
be	O
found	O
in	O
Java	O
,	O
such	O
as	O
around	O
Tengger	O
mountain	O
ranges	O
near	O
Bromo	O
and	O
Semeru	O
volcanoes	O
,	O
Karanganyar	O
Regency	O
in	O
Central	O
Java	O
,	O
and	O
near	O
Prambanan	O
,	O
Yogyakarta	B-NationalCapital108691669
.	O
Joseph	O
Soedradjad	O
Djiwandono	O
(	O
born	O
7	O
August	O
1938	O
in	O
Yogyakarta	B-NationalCapital108691669
)	O
was	O
the	O
Governor	O
of	O
Bank	O
Indonesia	O
,	O
the	O
nation	O
's	O
central	O
bank	O
,	O
from	O
1993	O
until	O
his	O
sudden	O
dismissal	O
in	O
1998	O
.	O
He	O
was	O
then	O
transferred	O
to	O
Yogyakarta	B-NationalCapital108691669
,	O
the	O
center	O
of	O
the	O
Indonesian	O
National	O
Revolution	O
and	O
appointed	O
Army	O
Staff	O
Personnel	O
Organizer	O
there	O
.	O
Tong	O
Tong	O
Fair’	O
is	O
reserved	O
for	O
amongst	O
others	O
Indonesian	O
businesses	O
selling	O
their	O
merchandise	O
which	O
includes	O
antiques	O
,	O
Yogya	B-NationalCapital108691669
or	O
Bali	O
silver	O
,	O
furniture	O
,	O
batiks	O
,	O
wood	O
carvings	O
and	O
much	O
more	O
.	O
When	O
Indonesia	O
obtained	O
control	O
of	O
West	O
New	O
Guinea	O
in	O
1963	O
it	O
changed	O
the	O
name	O
of	O
the	O
mountain	O
to	O
Puncak	O
Trikora	O
,	O
after	O
the	O
"	O
Trikora	O
"	O
(	O
"	O
Tri	O
Komando	O
Rakyat	O
"	O
,	O
"	O
People	O
’s	O
Triple	O
Command	O
"	O
)	O
speech	O
by	O
Sukarno	O
given	O
in	O
December	O
1961	O
at	O
a	O
mass	O
meeting	O
in	O
Yogyakarta	B-NationalCapital108691669
.	O
The	O
offensive	O
was	O
intended	O
to	O
not	O
include	O
an	O
attack	O
on	O
Yogyakarta	B-NationalCapital108691669
,	O
seat	O
of	O
the	O
Republican	O
government	O
,	O
due	O
to	O
high	O
expected	O
costs	O
of	O
fighting	O
there	O
.	O
He	O
continued	O
his	O
education	O
at	O
MULO(Meer	O
Uitgebreid	O
Lager	O
Onderwijs	O
)	O
,	O
then	O
also	O
continued	O
studying	O
language	O
at	O
a	O
high	O
school	O
in	O
Yogyakarta	B-NationalCapital108691669
until	O
1951	O
.	O
Muhammad	O
Darwis	O
(	O
Ihsan	O
Tarore	O
)	O
is	O
a	O
youth	O
in	O
19th	O
-	O
century	O
Kauman	O
,	O
Yogyakarta	B-NationalCapital108691669
,	O
and	O
the	O
son	O
of	O
Kyai	O
Abubakar	O
,	O
the	O
imam	O
of	O
the	O
area	O
's	O
mosque	O
.	O
During	O
Operation	O
Kraai	O
,	O
a	O
Dutch	O
-	O
led	O
offensive	O
on	O
the	O
city	O
of	O
Yogyakarta	B-NationalCapital108691669
on	O
19	O
December	O
1948	O
,	O
her	O
husband	O
was	O
killed	O
outside	O
Maguwo	O
.	O
The	O
sister	O
cities	O
agreement	O
between	O
Siem	O
Reap	O
and	O
Yogyakarta	B-NationalCapital108691669
is	O
also	O
proposed	O
during	O
this	O
event	O
.	O
It	O
is	O
located	O
in	O
the	O
former	O
national	O
army	O
headquarters	O
in	O
Yogyakarta	B-NationalCapital108691669
.	O
It	O
is	O
located	O
at	O
75	O
Sudirman	O
Street	O
,	O
on	O
the	O
corner	O
of	O
Sudirman	O
and	O
Cik	O
di	O
Tiro	O
Streets	O
,	O
in	O
Yogyakarta	B-NationalCapital108691669
,	O
Indonesia	O
.	O
Since	O
2010	O
,	O
IMO	O
has	O
taken	O
place	O
in	O
Jogjakarta	B-NationalCapital108691669
(	O
2010	O
)	O
,	O
hosted	O
by	O
Muhammadiyah	O
University	O
of	O
Yogyakarta	O
;	O
Surabaya	O
(	O
2011	O
)	O
,	O
hosted	O
by	O
Airlangga	O
University	O
,	O
Malang	O
(	O
2012	O
)	O
,	O
hosted	O
by	O
Brawijaya	O
University	O
and	O
Surabaya	O
(	O
2013	O
)	O
,	O
hosted	O
by	O
Airlangga	O
University	O
.	O
Producers	O
'	O
auditions	O
were	O
held	O
in	O
Yogyakarta	B-NationalCapital108691669
,	O
Makassar	O
,	O
Surabaya	O
,	O
Denpasar	O
,	O
Medan	O
,	O
Bandung	O
,	O
and	O
Jakarta	O
.	O
The	O
film	O
was	O
directed	O
by	O
veteran	O
director	O
Garin	O
Nugroho	O
and	O
shoot	O
within	O
the	O
regional	O
background	O
of	O
Yogyakarta	B-NationalCapital108691669
and	O
Semarang	O
.	O
After	O
1968	O
,	O
the	O
head	O
of	O
the	O
Indonesian	O
Armed	O
Forces	O
'	O
history	O
branch	O
,	O
Nugroho	O
Notosusanto	O
,	O
conceived	O
of	O
a	O
modern	O
museum	O
showcasing	O
the	O
military	O
's	O
role	O
in	O
Indonesia	O
's	O
development	O
;	O
the	O
available	O
museums	O
in	O
the	O
country	O
,	O
such	O
as	O
the	O
Struggle	O
Museum	O
in	O
Yogyakarta	B-NationalCapital108691669
,	O
were	O
underfunded	O
and	O
had	O
poorly	O
defined	O
mission	O
statements	O
.	O
Since	O
1979	O
Arps	O
spent	O
four	O
years	O
on	O
fieldwork	O
in	O
Indonesia	O
,	O
in	O
the	O
regions	O
of	O
Surakarta	O
and	O
Yogyakarta	B-NationalCapital108691669
