Principal	O
photography	O
included	O
scenes	O
in	O
and	O
around	O
Moscow	O
and	O
Leningrad	B-NationalCapital108691669
(	O
now	O
St	O
Petersburg	O
)	O
.	O
On	O
new	O
year	O
2005/2006	O
the	O
ship	O
was	O
chartered	O
to	O
make	O
a	O
special	O
cruise	O
from	O
St.	B-NationalCapital108691669
Petersburg	I-NationalCapital108691669
to	O
Tallinn	O
.	O
Three	O
years	O
later	O
,	O
he	O
was	O
back	O
in	O
Saint	B-NationalCapital108691669
Petersburg	I-NationalCapital108691669
,	O
where	O
he	O
edited	O
the	O
only	O
regular	O
official	O
newspaper	O
,	O
the	O
"	O
Vedomosti	O
"	O
,	O
between	O
1775	O
and	O
1782	O
.	O
He	O
also	O
financed	O
the	O
construction	O
of	O
4	O
bridges	O
in	O
Saint	B-NationalCapital108691669
Petersburg	I-NationalCapital108691669
.	O
In	O
January	O
1991	O
"	O
Braemar	O
"	O
was	O
chartered	O
to	O
Baltic	O
Shipping	O
Company	O
and	O
renamed	O
"	O
Baltica	O
"	O
for	O
planned	O
service	O
between	O
St.	B-NationalCapital108691669
Petersburg	I-NationalCapital108691669
,	O
Russia	O
and	O
Stockholm	O
.	O
They	O
were	O
brought	O
onto	O
a	O
scaffold	O
in	O
front	O
of	O
the	O
Twelve	O
Collegia	O
in	O
Saint	B-NationalCapital108691669
Petersburg	I-NationalCapital108691669
,	O
stripped	O
naked	O
,	O
and	O
flogged	O
with	O
birch	O
rods	O
and	O
the	O
knout	O
on	O
their	O
buttocks	O
.	O
From	O
October	O
1892	O
until	O
1897	O
,	O
he	O
served	O
consecutively	O
as	O
U.S.	O
naval	O
attaché	O
to	O
France	O
in	O
Paris	O
,	O
to	O
the	O
Russian	O
Empire	O
in	O
Saint	B-NationalCapital108691669
Petersburg	I-NationalCapital108691669
,	O
and	O
to	O
Spain	O
in	O
Madrid	O
,	O
and	O
was	O
promoted	O
to	O
lieutenant	O
commander	O
in	O
July	O
1894	O
.	O
The	O
Saint	B-NationalCapital108691669
Petersburg	I-NationalCapital108691669
to	O
Moscow	O
Railway	O
runs	O
for	O
through	O
four	O
oblasts	O
:	O
Leningrad	O
,	O
Novgorod	O
,	O
Tver	O
and	O
Moscow	O
.	O
Aghayan	O
traveled	O
between	O
Tiflis	O
,	O
Moscow	O
and	O
Saint-Petersburg	B-NationalCapital108691669
.	O
After	O
graduating	O
from	O
a	O
practical	O
high	O
school	O
,	O
he	O
enrolled	O
to	O
the	O
Technology	O
Institute	O
in	O
Saint	B-NationalCapital108691669
Petersburg	I-NationalCapital108691669
and	O
joined	O
the	O
Socialist	O
-	O
Revolutionary	O
Party	O
(	O
also	O
known	O
as	O
the	O
S.R.	O
or	O
Eser	O
party	O
)	O
.	O
"	O
Rachkovsky	O
started	O
as	O
a	O
possibly	O
sincere	O
,	O
possibly	O
duplicitous	O
mover	O
in	O
St.	B-NationalCapital108691669
Petersburg	I-NationalCapital108691669
’s	O
radical	O
underground	O
in	O
the	O
late	O
1870s	O
,	O
after	O
having	O
been	O
dismissed	O
(	O
for	O
leniency	O
toward	O
political	O
exiles	O
)	O
from	O
a	O
job	O
as	O
a	O
prosecutor	O
for	O
the	O
czar	O
’s	O
government	O
.	O
Rachkovsky	O
thus	O
scored	O
a	O
victory	O
not	O
only	O
over	O
the	O
enemies	O
of	O
the	O
state	O
but	O
against	O
those	O
in	O
Saint	B-NationalCapital108691669
Petersburg	I-NationalCapital108691669
who	O
had	O
opposed	O
the	O
Franco	O
-	O
Russian	O
alliance	O
on	O
the	O
grounds	O
that	O
France	O
was	O
too	O
soft	O
on	O
subversives	O
.	O
It	O
was	O
underscored	O
by	O
a	O
form	O
of	O
absolutism	O
,	O
born	O
probably	O
out	O
of	O
his	O
deep	O
commitment	O
to	O
Catholicism	O
,	O
combined	O
with	O
a	O
deliberate	O
nod	O
to	O
the	O
absolutist	O
authorities	O
in	O
Saint	B-NationalCapital108691669
Petersburg	I-NationalCapital108691669
.	O
Hermitage	O
cats	O
in	O
Saint	B-NationalCapital108691669
Petersburg	I-NationalCapital108691669
,	O
Russia	O
The	O
MEPhI	O
amateur	O
actors	O
and	O
actresses	O
showed	O
their	O
theatricals	O
in	O
different	O
cities	O
and	O
towns	O
,	O
took	O
part	O
in	O
Sem’	O
Ya	O
Festival	O
of	O
Independent	O
Theatres	O
in	O
Saint	B-NationalCapital108691669
Petersburg	I-NationalCapital108691669
and	O
in	O
the	O
First	O
All	O
-	O
Soviet	O
Union	O
festival	O
of	O
Club	O
of	O
the	O
Cheerful	O
and	O
Sharp	O
-	O
witted	O
Teams	O
in	O
Dnepropetrovsk	O
.	O
Konstantin	O
Varlamov	O
was	O
born	O
in	O
Saint	B-NationalCapital108691669
Petersburg	I-NationalCapital108691669
,	O
Imperial	O
Russia	O
,	O
to	O
the	O
composer	O
Alexander	O
Varlamov	O
.	O
When	O
his	O
father	O
became	O
merchant	O
of	O
the	O
2nd	O
guild	O
,	O
he	O
was	O
granted	O
the	O
right	O
to	O
live	O
in	O
Saint	B-NationalCapital108691669
Petersburg	I-NationalCapital108691669
.	O
Vsemirnaya	O
Illyustratsiya	O
(	O
,	O
"	O
World	O
Illustrated	O
